window_id,race_id,attacker_driver,target_driver_fixed,decision_lap,decision_session_time_sec,endpoint_lap,proposed_split,outcome_status
c80c81e6dc9c68be2648,2018:Hungarian Grand Prix:Race,SIR,PER,12,1399.917,13,development_train,PROXY_NEGATIVE
94e74eef1c08883e714c,2018:Hungarian Grand Prix:Race,SIR,PER,13,1485.79,14,development_train,PROXY_NEGATIVE
302b7fe6acb640ff708b,2018:Hungarian Grand Prix:Race,SIR,PER,14,1571.619,15,development_train,PROXY_NEGATIVE
e6d6de2c7b8dd561e939,2018:Hungarian Grand Prix:Race,SIR,PER,15,1657.282,16,development_train,PROXY_NEGATIVE
0a61339569ed1206d87d,2018:Hungarian Grand Prix:Race,SIR,PER,16,1743.019,17,development_train,PROXY_NEGATIVE
970e2a569bde9b7e207c,2018:Hungarian Grand Prix:Race,SIR,PER,17,1828.662,18,development_train,PROXY_NEGATIVE
01b8645c580ceb4d26e7,2018:Hungarian Grand Prix:Race,SIR,PER,18,1914.271,19,development_train,PROXY_NEGATIVE
a1edc82104fa5dccede9,2018:Hungarian Grand Prix:Race,SIR,PER,19,1999.985,20,development_train,PROXY_NEGATIVE
fe91bc7099612276e8b9,2018:Hungarian Grand Prix:Race,SIR,PER,20,2085.427,21,development_train,PROXY_NEGATIVE
7fb671008a2fbba0985b,2018:Hungarian Grand Prix:Race,SIR,PER,21,2170.498,22,development_train,PROXY_NEGATIVE
1c2579b698cb8996d007,2018:Hungarian Grand Prix:Race,SIR,OCO,23,2340.505,24,development_train,PROXY_NEGATIVE
773ff0805f5874dba869,2018:Hungarian Grand Prix:Race,SIR,HUL,27,2681.97,28,development_train,PROXY_NEGATIVE
ada81ec7b1317ee2de28,2018:Hungarian Grand Prix:Race,SIR,HUL,29,2853.728,30,development_train,PROXY_NEGATIVE
751a73eb05d9015ad2f8,2018:Hungarian Grand Prix:Race,SIR,ERI,42,3983.535,43,development_train,PROXY_NEGATIVE
61a61e739e16bc4e6b12,2018:Hungarian Grand Prix:Race,SIR,ERI,54,5026.615,55,development_train,PROXY_NEGATIVE
9e227edfa78a6ebabf23,2018:Hungarian Grand Prix:Race,SIR,ERI,58,5365.754,59,development_train,PROXY_NEGATIVE
dc857d4e93e36d8e49bc,2018:Hungarian Grand Prix:Race,SIR,ERI,62,5706.291,63,development_train,PROXY_NEGATIVE
8b074b31ee050bce4858,2018:Hungarian Grand Prix:Race,STR,ERI,2,517.514,3,development_train,PROXY_NEGATIVE
8785b808163f537e7b02,2018:Hungarian Grand Prix:Race,STR,ERI,4,693.512,5,development_train,PROXY_NEGATIVE
d97df2892c7570784401,2018:Hungarian Grand Prix:Race,STR,ERI,5,781.042,6,development_train,PROXY_POSITIVE
7585c3abcbf269e9f443,2018:Hungarian Grand Prix:Race,STR,SIR,8,1055.732,9,development_train,PROXY_NEGATIVE
8da738116021ef54a703,2018:Hungarian Grand Prix:Race,STR,SIR,9,1142.485,10,development_train,PROXY_NEGATIVE
921245d3e04bd48b9d7c,2018:Hungarian Grand Prix:Race,STR,SIR,10,1229.17,11,development_train,PROXY_NEGATIVE
7dd0f3b2f1d9bb4d6452,2018:Hungarian Grand Prix:Race,STR,SIR,11,1315.642,12,development_train,PROXY_NEGATIVE
2744ad0aee491a461bb8,2018:Hungarian Grand Prix:Race,STR,SIR,12,1402.001,13,development_train,PROXY_NEGATIVE
951f658888a9dacf46aa,2018:Hungarian Grand Prix:Race,STR,SIR,13,1487.947,14,development_train,PROXY_NEGATIVE
bdb18bfcdbf40e3984bb,2018:Hungarian Grand Prix:Race,STR,SIR,14,1573.685,15,development_train,PROXY_NEGATIVE
86694c41bea2fb20d00c,2018:Hungarian Grand Prix:Race,STR,SIR,15,1659.678,16,development_train,PROXY_NEGATIVE
2e0c993410975ba12f39,2018:Hungarian Grand Prix:Race,STR,SIR,16,1745.449,17,development_train,PROXY_NEGATIVE
f10c32d482da7fcd6f54,2018:Hungarian Grand Prix:Race,STR,SIR,17,1831.009,18,development_train,PROXY_NEGATIVE
fdddd45c9230d0d9a60b,2018:Hungarian Grand Prix:Race,STR,SIR,18,1916.819,19,development_train,PROXY_NEGATIVE
17b33e7bb9e5e464b4a7,2018:Hungarian Grand Prix:Race,STR,SIR,19,2002.322,20,development_train,PROXY_NEGATIVE
15f80495d22ae1b7e276,2018:Hungarian Grand Prix:Race,STR,SIR,20,2088.03,21,development_train,PROXY_NEGATIVE
7b91bb65446e3bbf55b6,2018:Hungarian Grand Prix:Race,STR,SIR,21,2173.823,22,development_train,PROXY_NEGATIVE
ecbfbfd3b52049479abb,2018:Hungarian Grand Prix:Race,STR,SIR,23,2344.871,24,development_train,PROXY_NEGATIVE
0de33552ad2394916f8f,2018:Hungarian Grand Prix:Race,STR,SIR,27,2690.992,28,development_train,PROXY_NEGATIVE
54ab9d4868668ab45fad,2018:Hungarian Grand Prix:Race,STR,SIR,29,2861.524,30,development_train,PROXY_NEGATIVE
8c3d9971d61359737d71,2018:Hungarian Grand Prix:Race,STR,PER,31,3035.32,32,development_train,PROXY_NEGATIVE
ececfb9ef132010daa0c,2018:Hungarian Grand Prix:Race,STR,PER,42,3980.727,43,development_train,PROXY_NEGATIVE
f217412dfec421dc893c,2018:Hungarian Grand Prix:Race,STR,SIR,54,5037.882,55,development_train,PROXY_NEGATIVE
678cf2bd48fefae90e76,2018:Hungarian Grand Prix:Race,STR,SIR,58,5376.878,59,development_train,PROXY_NEGATIVE
0a06ebe6ea502823493e,2018:Hungarian Grand Prix:Race,STR,SIR,62,5714.686,63,development_train,PROXY_NEGATIVE
54cd146390d796ab6f33,2018:Hungarian Grand Prix:Race,VAN,GRO,2,513.786,3,development_train,PROXY_NEGATIVE
8c890c38291cf66b8662,2018:Hungarian Grand Prix:Race,VAN,GRO,4,688.352,5,development_train,PROXY_NEGATIVE
c966844f4a83710bb81e,2018:Hungarian Grand Prix:Race,VAN,GRO,5,775.089,6,development_train,PROXY_NEGATIVE
6568335de046de794917,2018:Hungarian Grand Prix:Race,VAN,RIC,8,1051.257,9,development_train,PROXY_NEGATIVE
ae3e9b61588ec4601298,2018:Hungarian Grand Prix:Race,VAN,ALO,9,1137.402,10,development_train,PROXY_NEGATIVE
ee74e502f0681d588216,2018:Hungarian Grand Prix:Race,VAN,ALO,10,1223.115,11,development_train,PROXY_NEGATIVE
bf76c8a0a95654a44809,2018:Hungarian Grand Prix:Race,VAN,ALO,11,1309.199,12,development_train,PROXY_NEGATIVE
ee8d8aec3e904b7b556f,2018:Hungarian Grand Prix:Race,VAN,ALO,12,1394.631,13,development_train,PROXY_NEGATIVE
648715ad29357dd0c188,2018:Hungarian Grand Prix:Race,VAN,ALO,13,1479.565,14,development_train,PROXY_NEGATIVE
92f7954b4532118c580c,2018:Hungarian Grand Prix:Race,VAN,ALO,14,1564.561,15,development_train,PROXY_NEGATIVE
c54a569f2c00276b2521,2018:Hungarian Grand Prix:Race,VAN,ALO,15,1649.389,16,development_train,PROXY_NEGATIVE
dcc426af5a2c9ed2f476,2018:Hungarian Grand Prix:Race,VAN,ALO,16,1734.137,17,development_train,PROXY_NEGATIVE
106caee0a1436945b894,2018:Hungarian Grand Prix:Race,VAN,ALO,17,1818.807,18,development_train,PROXY_NEGATIVE
0e489ee1b9db43573da1,2018:Hungarian Grand Prix:Race,VAN,ALO,18,1903.534,19,development_train,PROXY_NEGATIVE
740a3d8cf76f1dc8a53c,2018:Hungarian Grand Prix:Race,VAN,ALO,19,1988.176,20,development_train,PROXY_NEGATIVE
3b12a243ba69ef2b7290,2018:Hungarian Grand Prix:Race,VAN,ALO,20,2072.814,21,development_train,PROXY_NEGATIVE
b46fcf7c7d43df3e91c8,2018:Hungarian Grand Prix:Race,VAN,ALO,21,2157.257,22,development_train,PROXY_NEGATIVE
9d4cc2b3e79af5074705,2018:Hungarian Grand Prix:Race,VAN,ALO,23,2325.862,24,development_train,PROXY_NEGATIVE
82f0d129f1a0303eb5e0,2018:Hungarian Grand Prix:Race,VAN,ALO,27,2662.639,28,development_train,PROXY_NEGATIVE
ad318688069b4866047e,2018:Hungarian Grand Prix:Race,VAN,ALO,29,2830.254,30,development_train,PROXY_NEGATIVE
6ec0f9db0b5a2c36e5d7,2018:Hungarian Grand Prix:Race,VAN,ALO,31,2997.906,32,development_train,PROXY_NEGATIVE
d74b039e6ff3179e2a36,2018:Hungarian Grand Prix:Race,VAN,ALO,42,3937.776,43,development_train,PROXY_NEGATIVE
05532849aebafd2ecdf0,2018:Hungarian Grand Prix:Race,VER,RAI,2,508.075,3,development_train,PROXY_NEGATIVE
6458e86311d1a1e1fa65,2018:Hungarian Grand Prix:Race,VER,RAI,4,677.181,5,development_train,PROXY_NEGATIVE
be62759daa33f0de3cf0,2018:Hungarian Grand Prix:Race,VET,BOT,2,506.043,3,development_train,PROXY_NEGATIVE
ba4019bcb5861000257d,2018:Hungarian Grand Prix:Race,VET,BOT,4,673.747,5,development_train,PROXY_NEGATIVE
ff5bb2a98beaaa9e2476,2018:Hungarian Grand Prix:Race,VET,BOT,5,757.626,6,development_train,PROXY_NEGATIVE
afd6f9413f372c3bf358,2018:Hungarian Grand Prix:Race,VET,BOT,8,1025.538,9,development_train,PROXY_NEGATIVE
b390cdc952d6520c9f37,2018:Hungarian Grand Prix:Race,VET,BOT,9,1109.256,10,development_train,PROXY_NEGATIVE
76140d2816b3f5474546,2018:Hungarian Grand Prix:Race,VET,BOT,10,1193.306,11,development_train,PROXY_NEGATIVE
c18e61b34c1fc0125014,2018:Hungarian Grand Prix:Race,VET,BOT,11,1276.776,12,development_train,PROXY_NEGATIVE
fce6a44805926501c502,2018:Hungarian Grand Prix:Race,VET,BOT,12,1360.527,13,development_train,PROXY_NEGATIVE
4a13147607bb266b7d02,2018:Hungarian Grand Prix:Race,VET,BOT,13,1443.979,14,development_train,PROXY_NEGATIVE
88899e843e40a8ad00a8,2018:Hungarian Grand Prix:Race,VET,BOT,14,1527.289,15,development_train,PROXY_NEGATIVE
81aad7d40eea5654bdd8,2018:Hungarian Grand Prix:Race,VET,HAM,16,1693.75,17,development_train,PROXY_NEGATIVE
b8ac57170363cfa25bd0,2018:Hungarian Grand Prix:Race,VET,HAM,17,1776.288,18,development_train,PROXY_NEGATIVE
651c93cf08ea6b11f770,2018:Hungarian Grand Prix:Race,VET,HAM,18,1858.733,19,development_train,PROXY_NEGATIVE
9a6c79c54b6acaf42281,2018:Hungarian Grand Prix:Race,VET,HAM,19,1941.176,20,development_train,PROXY_NEGATIVE
81b9d318f198343e3758,2018:Hungarian Grand Prix:Race,VET,HAM,20,2023.459,21,development_train,PROXY_NEGATIVE
0187a35de5c9bcb7f960,2018:Hungarian Grand Prix:Race,VET,HAM,21,2105.738,22,development_train,PROXY_NEGATIVE
8129e8ae09633fea1f25,2018:Hungarian Grand Prix:Race,VET,HAM,23,2270.293,24,development_train,PROXY_NEGATIVE
47bed7832015b11aefbf,2018:Hungarian Grand Prix:Race,VET,BOT,42,3866.644,43,development_train,PROXY_NEGATIVE
9905dd081843d5b7e76d,2018:Hungarian Grand Prix:Race,VET,BOT,54,4879.583,55,development_train,PROXY_NEGATIVE
b40c76d2377e8950fbae,2018:Hungarian Grand Prix:Race,VET,BOT,58,5208.033,59,development_train,PROXY_NEGATIVE
2ff812266a0ecf3de100,2018:Hungarian Grand Prix:Race,VET,BOT,62,5537.453,63,development_train,PROXY_NEGATIVE
5f160fe4d2916e96b260,2018:Japanese Grand Prix:Race,ALO,LEC,2,1217.229,3,development_train,PROXY_NEGATIVE
283f658e8679b214966f,2018:Japanese Grand Prix:Race,ALO,HAR,11,2272.934,12,development_train,PROXY_NEGATIVE
53ce56ffe78cb19a6d0d,2018:Japanese Grand Prix:Race,ALO,HAR,12,2371.052,13,development_train,PROXY_NEGATIVE
7ec4b3ec13071844d2b4,2018:Japanese Grand Prix:Race,ALO,HAR,13,2469.064,14,development_train,PROXY_NEGATIVE
e2ae64de27faae42d9d5,2018:Japanese Grand Prix:Race,ALO,HAR,14,2566.772,15,development_train,PROXY_NEGATIVE
9294fc3b97d16cd2e97e,2018:Japanese Grand Prix:Race,ALO,HAR,15,2664.683,16,development_train,PROXY_NEGATIVE
39f4e373ef73b4614cf7,2018:Japanese Grand Prix:Race,ALO,HAR,16,2762.395,17,development_train,PROXY_NEGATIVE
e026332bda08eb11ae52,2018:Japanese Grand Prix:Race,ALO,HAR,17,2859.824,18,development_train,PROXY_NEGATIVE
1b5317f45cd798775be3,2018:Japanese Grand Prix:Race,ALO,HAR,18,2957.333,19,development_train,PROXY_NEGATIVE
813e02002fb0472f6405,2018:Japanese Grand Prix:Race,ALO,VET,19,3055.44,20,development_train,PROXY_NEGATIVE
17edef9de4378109b8a0,2018:Japanese Grand Prix:Race,ALO,VET,20,3153.259,21,development_train,PROXY_NEGATIVE
305da14e9ccd05392cc7,2018:Japanese Grand Prix:Race,ALO,HAR,21,3250.733,22,development_train,PROXY_NEGATIVE
e36084ff9ddb66d29f70,2018:Japanese Grand Prix:Race,ALO,HAR,24,3543.135,25,development_train,PROXY_NEGATIVE
0df8721e90ff0c86da5d,2018:Japanese Grand Prix:Race,ALO,HAR,25,3640.727,26,development_train,PROXY_NEGATIVE
56f37c923793c1617b8e,2018:Japanese Grand Prix:Race,ALO,VAN,27,3861.378,28,development_train,PROXY_POSITIVE
cb085f595f79371ee5b3,2018:Japanese Grand Prix:Race,ALO,STR,28,3957.544,29,development_train,PROXY_NEGATIVE
cec813cab6ad76e8ad7b,2018:Japanese Grand Prix:Race,ALO,HAR,29,4051.487,30,development_train,PROXY_NEGATIVE
6f561ee4e1a76f33e228,2018:Japanese Grand Prix:Race,ALO,HAR,30,4147.647,31,development_train,PROXY_NEGATIVE
62ba9dc74e523b7adcae,2018:Japanese Grand Prix:Race,ALO,HAR,31,4243.414,32,development_train,PROXY_NEGATIVE
f90bf871eb675eb1a273,2018:Japanese Grand Prix:Race,ALO,HAR,32,4339.465,33,development_train,PROXY_NEGATIVE
ebdb070bd8ca03ec919c,2018:Japanese Grand Prix:Race,ALO,HAR,33,4435.627,34,development_train,PROXY_NEGATIVE
e788a80f0866703ff222,2018:Japanese Grand Prix:Race,ALO,HAR,34,4532.799,35,development_train,PROXY_NEGATIVE
64bb43f6ed5dac33adde,2018:Japanese Grand Prix:Race,ALO,STR,35,4630.135,36,development_train,PROXY_NEGATIVE
41aa4ba58da35af6d016,2018:Japanese Grand Prix:Race,ALO,HAR,44,5519.311,45,development_train,PROXY_NEGATIVE
50108f030a34e82c9058,2018:Japanese Grand Prix:Race,ALO,HAR,48,5907.318,49,development_train,PROXY_NEGATIVE
5c5378d07adc7f97d48c,2018:Japanese Grand Prix:Race,ALO,HAR,50,6101.489,51,development_train,PROXY_NEGATIVE
ab52f9f12e17be727fd8,2018:Japanese Grand Prix:Race,ALO,HAR,51,6198.858,52,development_train,PROXY_NEGATIVE
e08dc1082684cf05be10,2018:Japanese Grand Prix:Race,BOT,HAM,2,1207.919,3,development_train,PROXY_NEGATIVE
420e98d9074e19fe8ef5,2018:Japanese Grand Prix:Race,BOT,HAM,11,2256.425,12,development_train,PROXY_NEGATIVE
cb645cd461041581c9fc,2018:Japanese Grand Prix:Race,BOT,HAM,12,2351.335,13,development_train,PROXY_NEGATIVE
e88dffa104919067b464,2018:Japanese Grand Prix:Race,BOT,HAM,13,2446.438,14,development_train,PROXY_NEGATIVE
e42590efe88f13597fc8,2018:Japanese Grand Prix:Race,BOT,HAM,14,2542.15,15,development_train,PROXY_NEGATIVE
60189c10918be5f21f56,2018:Japanese Grand Prix:Race,BOT,HAM,15,2637.768,16,development_train,PROXY_NEGATIVE
ed2653196a2ddabc9f63,2018:Japanese Grand Prix:Race,BOT,HAM,16,2733.111,17,development_train,PROXY_NEGATIVE
51b021838beef8a4d714,2018:Japanese Grand Prix:Race,BOT,HAM,17,2828.357,18,development_train,PROXY_NEGATIVE
cb1ad391f03856bd9bf1,2018:Japanese Grand Prix:Race,BOT,HAM,18,2923.57,19,development_train,PROXY_NEGATIVE
82fb5526c54ec21e0c40,2018:Japanese Grand Prix:Race,BOT,HAM,19,3018.818,20,development_train,PROXY_NEGATIVE
fb9ef3ab8e8b9cffe807,2018:Japanese Grand Prix:Race,BOT,HAM,20,3113.356,21,development_train,PROXY_NEGATIVE
83a0b9282410549ad0a6,2018:Japanese Grand Prix:Race,BOT,HAM,21,3208.17,22,development_train,PROXY_NEGATIVE
07918182b9d404c8bff2,2018:Japanese Grand Prix:Race,BOT,HAM,25,3606.549,26,development_train,PROXY_NEGATIVE
3bf4de40e99c175bce81,2018:Japanese Grand Prix:Race,BOT,HAM,26,3700.068,27,development_train,PROXY_NEGATIVE
7b3033e0f9c225bd382d,2018:Japanese Grand Prix:Race,BOT,HAM,27,3793.773,28,development_train,PROXY_NEGATIVE
d9c414e02ece3bc7b948,2018:Japanese Grand Prix:Race,BOT,HAM,28,3887.784,29,development_train,PROXY_NEGATIVE
e2e1be438345d0b0ec79,2018:Japanese Grand Prix:Race,BOT,HAM,29,3982.36,30,development_train,PROXY_NEGATIVE
57816f79ac6b9f140d83,2018:Japanese Grand Prix:Race,BOT,HAM,30,4077.104,31,development_train,PROXY_NEGATIVE
2b0cd849ac61cb1cbbdf,2018:Japanese Grand Prix:Race,BOT,HAM,31,4171.547,32,development_train,PROXY_NEGATIVE
e2f3cbe1e9be7a1a4bc4,2018:Japanese Grand Prix:Race,BOT,HAM,32,4266.661,33,development_train,PROXY_NEGATIVE
0af3a722299851f5c58e,2018:Japanese Grand Prix:Race,BOT,HAM,33,4361.366,34,development_train,PROXY_NEGATIVE
ad3cfe87b0ce79e2924f,2018:Japanese Grand Prix:Race,BOT,HAM,34,4456.097,35,development_train,PROXY_NEGATIVE
f38f1798a455dcd28127,2018:Japanese Grand Prix:Race,BOT,HAM,35,4550.712,36,development_train,PROXY_NEGATIVE
772c5ac0ef66578ac185,2018:Japanese Grand Prix:Race,BOT,HAM,44,5421.631,45,development_train,PROXY_NEGATIVE
283a12743621e3af84e5,2018:Japanese Grand Prix:Race,BOT,HAM,48,5798.769,49,development_train,PROXY_NEGATIVE
a56c93c2e95c16eac496,2018:Japanese Grand Prix:Race,BOT,HAM,50,5985.901,51,development_train,PROXY_NEGATIVE
46101382806ed1e0f5f5,2018:Japanese Grand Prix:Race,BOT,HAM,51,6079.413,52,development_train,PROXY_NEGATIVE
5ac13c63821bdca41734,2018:Japanese Grand Prix:Race,ERI,STR,2,1219.818,3,development_train,PROXY_NEGATIVE
58a50c256c17bf6233a5,2018:Japanese Grand Prix:Race,ERI,SIR,11,2276.999,12,development_train,PROXY_NEGATIVE
eae47eb54745b2aa1b9a,2018:Japanese Grand Prix:Race,ERI,SIR,12,2376.513,13,development_train,PROXY_NEGATIVE
3377e0dd2c8728678a01,2018:Japanese Grand Prix:Race,ERI,SIR,13,2475.239,14,development_train,PROXY_POSITIVE
941a6b49b19db2a739b9,2018:Japanese Grand Prix:Race,ERI,VET,14,2573.856,15,development_train,PROXY_NEGATIVE
b79fefc0703a92f6faf7,2018:Japanese Grand Prix:Race,ERI,LEC,15,2671.22,16,development_train,PROXY_NEGATIVE
2a1803758fe918ca767e,2018:Japanese Grand Prix:Race,ERI,LEC,16,2768.089,17,development_train,PROXY_NEGATIVE
457e1952c8005f90390e,2018:Japanese Grand Prix:Race,ERI,LEC,17,2865.482,18,development_train,PROXY_NEGATIVE
37ec0efe4539fdbfee6f,2018:Japanese Grand Prix:Race,ERI,LEC,18,2963.239,19,development_train,PROXY_NEGATIVE
0169df894ba1e9a1b2ca,2018:Japanese Grand Prix:Race,ERI,LEC,19,3060.949,20,development_train,PROXY_NEGATIVE
2ed91681703dfa264817,2018:Japanese Grand Prix:Race,ERI,LEC,20,3158.459,21,development_train,PROXY_NEGATIVE
11b606b246fd308e5607,2018:Japanese Grand Prix:Race,ERI,LEC,21,3255.982,22,development_train,PROXY_NEGATIVE
9057f3334fbd806b90f8,2018:Japanese Grand Prix:Race,ERI,LEC,24,3548.264,25,development_train,PROXY_NEGATIVE
3abb71f68084c2480a45,2018:Japanese Grand Prix:Race,ERI,LEC,25,3645.75,26,development_train,PROXY_NEGATIVE
148cde7b46c6e47c488e,2018:Japanese Grand Prix:Race,ERI,LEC,26,3743.316,27,development_train,PROXY_NEGATIVE
4ff6825f417104cf631c,2018:Japanese Grand Prix:Race,ERI,LEC,27,3841.034,28,development_train,PROXY_NEGATIVE
2e8131b6a2f90c76695e,2018:Japanese Grand Prix:Race,ERI,HUL,28,3938.642,29,development_train,PROXY_NEGATIVE
e845b5fd273c1470d9a5,2018:Japanese Grand Prix:Race,ERI,HUL,29,4036.786,30,development_train,PROXY_POSITIVE
5cc8f79a8e691d4d155d,2018:Japanese Grand Prix:Race,ERI,OCO,30,4136.144,31,development_train,PROXY_NEGATIVE
7b42da24caf015abe769,2018:Japanese Grand Prix:Race,ERI,LEC,31,4234.108,32,development_train,PROXY_NEGATIVE
83796db1f24bde0f9e02,2018:Japanese Grand Prix:Race,ERI,LEC,32,4331.26,33,development_train,PROXY_NEGATIVE
30979065e99cc4ff0922,2018:Japanese Grand Prix:Race,ERI,GAS,33,4428.538,34,development_train,PROXY_NEGATIVE
50782b0c5ca0929e8624,2018:Japanese Grand Prix:Race,ERI,LEC,34,4525.812,35,development_train,PROXY_POSITIVE
00fd177bf041fd8c052f,2018:Japanese Grand Prix:Race,ERI,SAI,35,4622.925,36,development_train,PROXY_NEGATIVE
0e8c929cf0316b2e0190,2018:Japanese Grand Prix:Race,ERI,SAI,44,5513.358,45,development_train,PROXY_NEGATIVE
659c5d0e1098b2346a70,2018:Japanese Grand Prix:Race,ERI,SAI,48,5906.143,49,development_train,PROXY_NEGATIVE
3b9c9eed184c806d6190,2018:Japanese Grand Prix:Race,ERI,GAS,50,6100.421,51,development_train,PROXY_NEGATIVE
01d5e65f6ee5ffad7185,2018:Japanese Grand Prix:Race,ERI,GAS,51,6197.676,52,development_train,PROXY_NEGATIVE
616b04ac8e265ca7eb40,2018:Japanese Grand Prix:Race,GAS,GRO,2,1212.923,3,development_train,PROXY_NEGATIVE
970dc583985df33a7ac6,2018:Japanese Grand Prix:Race,GAS,GRO,11,2265.811,12,development_train,PROXY_NEGATIVE
6a9e3389c6bc315d10ee,2018:Japanese Grand Prix:Race,GAS,GRO,12,2362.868,13,development_train,PROXY_NEGATIVE
602b080fb2e1827c81f7,2018:Japanese Grand Prix:Race,GAS,GRO,13,2459.907,14,development_train,PROXY_NEGATIVE
a3f1aeb0e148aab36a41,2018:Japanese Grand Prix:Race,GAS,GRO,14,2558.026,15,development_train,PROXY_NEGATIVE
260ecefea04b9a620bc0,2018:Japanese Grand Prix:Race,GAS,GRO,15,2655.387,16,development_train,PROXY_NEGATIVE
d2d7168f53773a504f00,2018:Japanese Grand Prix:Race,GAS,GRO,16,2752.518,17,development_train,PROXY_NEGATIVE
720781b6b843aa6befe1,2018:Japanese Grand Prix:Race,GAS,GRO,17,2849.728,18,development_train,PROXY_NEGATIVE
e6880ac75be8b5a65356,2018:Japanese Grand Prix:Race,GAS,GRO,18,2946.782,19,development_train,PROXY_NEGATIVE
660d92e0e6d903a886e3,2018:Japanese Grand Prix:Race,GAS,GRO,19,3043.673,20,development_train,PROXY_NEGATIVE
449dfb78fd8b6be05149,2018:Japanese Grand Prix:Race,GAS,GRO,20,3140.613,21,development_train,PROXY_NEGATIVE
d09b77542057d62dbb19,2018:Japanese Grand Prix:Race,GAS,GRO,21,3237.801,22,development_train,PROXY_NEGATIVE
48ddca7201cd83363921,2018:Japanese Grand Prix:Race,GAS,GRO,24,3531.267,25,development_train,PROXY_NEGATIVE
373965cdf3212bf28a7a,2018:Japanese Grand Prix:Race,GAS,GRO,25,3628.903,26,development_train,PROXY_NEGATIVE
4704f7de87848b44eb70,2018:Japanese Grand Prix:Race,GAS,GRO,26,3726.468,27,development_train,PROXY_NEGATIVE
008060f69a1131f57575,2018:Japanese Grand Prix:Race,GAS,GRO,27,3824.073,28,development_train,PROXY_NEGATIVE
3c475b453d0311af31c5,2018:Japanese Grand Prix:Race,GAS,GRO,28,3921.594,29,development_train,PROXY_NEGATIVE
0dee799a2bb1646fa2fd,2018:Japanese Grand Prix:Race,GAS,ERI,30,4136.144,31,development_train,PROXY_NEGATIVE
2e3f4f71a9912ef85810,2018:Japanese Grand Prix:Race,GAS,ERI,31,4235.347,32,development_train,PROXY_NEGATIVE
7f16bee79d913a2cc662,2018:Japanese Grand Prix:Race,GAS,ERI,32,4331.756,33,development_train,PROXY_POSITIVE
3f0903aa841ec49e35b1,2018:Japanese Grand Prix:Race,GAS,LEC,33,4428.538,34,development_train,PROXY_POSITIVE
5198b7afe71355a5a0bb,2018:Japanese Grand Prix:Race,GAS,OCO,34,4522.869,35,development_train,PROXY_NEGATIVE
f239da87df000a5fd6ef,2018:Japanese Grand Prix:Race,GAS,OCO,35,4619.851,36,development_train,PROXY_NEGATIVE
c48894a7aeb5cbf08de6,2018:Japanese Grand Prix:Race,GAS,OCO,44,5494.549,45,development_train,PROXY_NEGATIVE
2b5a97170be68f4f1fee,2018:Japanese Grand Prix:Race,GAS,OCO,48,5878.246,49,development_train,PROXY_NEGATIVE
53273b4ce30e5c3d70ba,2018:Japanese Grand Prix:Race,GAS,SAI,50,6073.788,51,development_train,PROXY_NEGATIVE
88a980c8d1552d21fe0b,2018:Japanese Grand Prix:Race,GAS,SAI,51,6171.791,52,development_train,PROXY_NEGATIVE
4e02c0e2920085e2da21,2018:Japanese Grand Prix:Race,GRO,RAI,2,1211.863,3,development_train,PROXY_NEGATIVE
6f0b0898d27bea70b661,2018:Japanese Grand Prix:Race,GRO,RAI,11,2264.481,12,development_train,PROXY_NEGATIVE
cfc95fb47bfed0fb1abd,2018:Japanese Grand Prix:Race,GRO,RAI,12,2361.407,13,development_train,PROXY_NEGATIVE
39192179c4d3ef872bb6,2018:Japanese Grand Prix:Race,GRO,RIC,13,2460.212,14,development_train,PROXY_NEGATIVE
c0091b717418dec0e1b4,2018:Japanese Grand Prix:Race,GRO,RIC,14,2556.445,15,development_train,PROXY_NEGATIVE
a3fc8c6a3073348472d7,2018:Japanese Grand Prix:Race,GRO,RIC,15,2654.059,16,development_train,PROXY_NEGATIVE
a5887e6fb56bd5f05020,2018:Japanese Grand Prix:Race,GRO,RIC,16,2751.097,17,development_train,PROXY_NEGATIVE
3546141da1746838c297,2018:Japanese Grand Prix:Race,GRO,RIC,17,2848.372,18,development_train,PROXY_NEGATIVE
7b7cd6855cbdd0b3bc12,2018:Japanese Grand Prix:Race,GRO,RIC,18,2945.358,19,development_train,PROXY_NEGATIVE
1395c2a700a6620a1e78,2018:Japanese Grand Prix:Race,GRO,RIC,19,3042.084,20,development_train,PROXY_NEGATIVE
49e73edfed971094d592,2018:Japanese Grand Prix:Race,GRO,RIC,20,3139.0,21,development_train,PROXY_NEGATIVE
49a0e61ce15e77f6a67a,2018:Japanese Grand Prix:Race,GRO,RIC,21,3235.634,22,development_train,PROXY_NEGATIVE
6f177c0703d49c89cc12,2018:Japanese Grand Prix:Race,GRO,RAI,24,3528.771,25,development_train,PROXY_NEGATIVE
2c9d059e131da6912b42,2018:Japanese Grand Prix:Race,GRO,RAI,25,3625.979,26,development_train,PROXY_NEGATIVE
d5cb2a8f4d4d25ce7c9b,2018:Japanese Grand Prix:Race,GRO,RAI,26,3722.77,27,development_train,PROXY_NEGATIVE
097ca130827a3c9faf5b,2018:Japanese Grand Prix:Race,GRO,RAI,27,3819.469,28,development_train,PROXY_NEGATIVE
c37cd93dc3094f6d4373,2018:Japanese Grand Prix:Race,GRO,RAI,28,3916.253,29,development_train,PROXY_NEGATIVE
