window_id,race_id,eligible_graph,graph_exclusion_reason,attacker_driver,target_driver_fixed,decision_session_time_sec,source_lineage_present,matched_candidate_id,supporting_event_id,event_classification,review_status
c3f1c5a75fab08a8bc29,2018:Chinese Grand Prix:Race,True,,PER,GRO,5056.057,True,,,,AUTOMATED_PROXY_LINK_UNREVIEWED
08ec1f45f877306ca9e7,2018:Chinese Grand Prix:Race,True,,PER,OCO,5645.158,True,,,,AUTOMATED_PROXY_LINK_UNREVIEWED
a527d431f0f100ff2b12,2018:Chinese Grand Prix:Race,True,,RAI,VER,1951.615,True,,11e34f7a67fca3dab4afadb7,,AUTOMATED_REVIEW_UNREVIEWED
740c7f9f0277a295a09a,2018:Chinese Grand Prix:Race,True,,RAI,HAM,4746.266,True,,,,AUTOMATED_PROXY_LINK_UNREVIEWED
b02b9b7646b456726707,2018:Chinese Grand Prix:Race,True,,RIC,MAG,2174.206,True,,,,AUTOMATED_PROXY_LINK_UNREVIEWED
a50d91408633f4964b07,2018:Chinese Grand Prix:Race,True,,RIC,HAM,4451.434,True,,,,AUTOMATED_PROXY_LINK_UNREVIEWED
4d7937fcf50b8e9e34f8,2018:Chinese Grand Prix:Race,True,,RIC,VET,4645.727,True,,1656809424d86e0c97af1302,,AUTOMATED_REVIEW_UNREVIEWED
1463b19b0bae48a0c82b,2018:Chinese Grand Prix:Race,True,,SAI,GAS,1794.545,True,,,,AUTOMATED_PROXY_LINK_UNREVIEWED
f845d867533eac69db6d,2018:Chinese Grand Prix:Race,True,,SAI,LEC,1894.282,True,,,,AUTOMATED_PROXY_LINK_UNREVIEWED
368fb7789fec701a1d57,2018:Chinese Grand Prix:Race,True,,SAI,SIR,2295.772,True,,ec078c50c421f4581d1a0379,,AUTOMATED_REVIEW_UNREVIEWED
e99f7493f23901604a47,2018:Chinese Grand Prix:Race,True,,SAI,VAN,2495.364,True,,c3f5e83fec5c77959ea5dbbb,,AUTOMATED_REVIEW_UNREVIEWED
405163bb00c051625030,2018:Chinese Grand Prix:Race,True,,SAI,STR,2595.431,True,,ef8bce7ccfbaa07285e03f3e,,AUTOMATED_REVIEW_UNREVIEWED
c11e89cc4596f902be58,2018:Chinese Grand Prix:Race,True,,STR,ERI,3015.429,True,,,,AUTOMATED_PROXY_LINK_UNREVIEWED
cb541afaff9c69006cf1,2018:Chinese Grand Prix:Race,True,,VAN,SIR,772.291,True,,,,AUTOMATED_PROXY_LINK_UNREVIEWED
ea06df292321f41f5caf,2018:Chinese Grand Prix:Race,True,,VAN,PER,1481.684,True,,,,AUTOMATED_PROXY_LINK_UNREVIEWED
b82e28f5918f9b3c2d8b,2018:Chinese Grand Prix:Race,True,,VAN,ERI,2914.357,True,,,,AUTOMATED_PROXY_LINK_UNREVIEWED
51be7587b802a7c8b85c,2018:Chinese Grand Prix:Race,True,,VER,HAM,4647.61,True,,,,AUTOMATED_PROXY_LINK_UNREVIEWED
84cba57c005f80b1cf5b,2018:Chinese Grand Prix:Race,True,,VER,VET,4744.786,True,,0560fe30609a150ed3fa000a,,AUTOMATED_REVIEW_UNREVIEWED
9166bbec28df8e5bd78a,2018:Chinese Grand Prix:Race,True,,VER,HAM,5235.755,True,,,,AUTOMATED_PROXY_LINK_UNREVIEWED
766b36070671f671af70,2018:French Grand Prix:Race,True,,ALO,SIR,1594.196,True,,74a4f7040fa1bd421fcc274c,,AUTOMATED_REVIEW_UNREVIEWED
c2e46886ea732ab95da3,2018:French Grand Prix:Race,True,,ALO,STR,2295.98,True,,608a0396e6b1ddc82cba3075,,AUTOMATED_REVIEW_UNREVIEWED
fac9999e25a5af269872,2018:French Grand Prix:Race,True,,ALO,ERI,3974.956,True,,d9b00e985dfc33b315ef6fb2,,AUTOMATED_REVIEW_UNREVIEWED
71cbe06cb2b95cc8f6f0,2018:French Grand Prix:Race,True,,BOT,STR,1287.28,True,,c09b3fbfd5c83b259c790a20,,AUTOMATED_REVIEW_UNREVIEWED
ff0ade6a33c0f3c27523,2018:French Grand Prix:Race,True,,BOT,VAN,1589.536,True,,2f463af4abb060dcab590340,,AUTOMATED_REVIEW_UNREVIEWED
8628a57dd931fc5ec96e,2018:French Grand Prix:Race,True,,BOT,PER,1985.158,True,,75766fc4727e0beaec8c8cc8,,AUTOMATED_REVIEW_UNREVIEWED
96310d05e50579988aad,2018:French Grand Prix:Race,True,,BOT,GRO,2381.09,True,,b553e7bcfd825ecc84897e60,,AUTOMATED_REVIEW_UNREVIEWED
cd90bfaf5a1727f525a1,2018:French Grand Prix:Race,True,,GRO,LEC,3564.276,True,,d711d08c4f68b23d00ece2c4,,AUTOMATED_REVIEW_UNREVIEWED
29249dc8114e93d53d1c,2018:French Grand Prix:Race,True,,GRO,SIR,4080.369,True,,25f24648ff78f1edf09fef1c,,AUTOMATED_REVIEW_UNREVIEWED
b741a9921942674106c6,2018:French Grand Prix:Race,True,,GRO,ALO,4470.276,True,,,,AUTOMATED_PROXY_LINK_UNREVIEWED
2c6979b5c9781476eb6c,2018:French Grand Prix:Race,True,,HUL,PER,1884.943,True,,2602d625a37a13343053ad39,,AUTOMATED_REVIEW_UNREVIEWED
544370bdac815c03d0bd,2018:French Grand Prix:Race,True,,HUL,GRO,2082.786,True,,,,AUTOMATED_PROXY_LINK_UNREVIEWED
6692ff9ec9cba2144850,2018:French Grand Prix:Race,True,,HUL,LEC,2868.646,True,,6360bbda9447d6c4f80ad9b4,,AUTOMATED_REVIEW_UNREVIEWED
4750fc610d707cbde72b,2018:French Grand Prix:Race,True,,LEC,ALO,3976.552,True,,,,AUTOMATED_PROXY_LINK_UNREVIEWED
0c16927d086528ccf29a,2018:French Grand Prix:Race,True,,LEC,HAR,4268.253,True,,,,AUTOMATED_PROXY_LINK_UNREVIEWED
e0222cbc05d1c074771e,2018:French Grand Prix:Race,True,,MAG,SAI,3062.169,True,,4b68a55a9424deebe5ad0f25,,AUTOMATED_REVIEW_UNREVIEWED
539a2c92adbab951de18,2018:French Grand Prix:Race,True,,MAG,HAR,3477.247,True,,,,AUTOMATED_PROXY_LINK_UNREVIEWED
1693f59c8dcb7d301e61,2018:French Grand Prix:Race,True,,RAI,MAG,1280.397,True,,,,AUTOMATED_PROXY_LINK_UNREVIEWED
f45c52db8a70140aeeae,2018:French Grand Prix:Race,True,,RIC,VER,2931.788,True,,dd808f49936f31ae11665266,,AUTOMATED_REVIEW_UNREVIEWED
083937e91bc6fe983b3e,2018:French Grand Prix:Race,True,,SAI,HAR,3380.541,True,,,,AUTOMATED_PROXY_LINK_UNREVIEWED
f41b1bd40ef35271da6f,2018:French Grand Prix:Race,True,,SAI,VAN,3963.857,True,,40a1df4bf684dc8afa2ffb8f,,AUTOMATED_REVIEW_UNREVIEWED
6b19d0c5fec83d218e6e,2018:French Grand Prix:Race,True,,VAN,ERI,1284.646,True,,,,AUTOMATED_PROXY_LINK_UNREVIEWED
e44f253792bbb2061fb3,2018:French Grand Prix:Race,True,,VET,HUL,1586.111,True,,,,AUTOMATED_PROXY_LINK_UNREVIEWED
1e18beb6d60641a5a14b,2018:French Grand Prix:Race,True,,VET,GRO,1883.5,True,,,,AUTOMATED_PROXY_LINK_UNREVIEWED
3d727c477f1b0e61f90f,2018:French Grand Prix:Race,True,,VET,MAG,2274.583,True,,,,AUTOMATED_PROXY_LINK_UNREVIEWED
8b49e19d63f98dcfb6bf,2018:French Grand Prix:Race,True,,VET,SAI,2469.216,True,,,,AUTOMATED_PROXY_LINK_UNREVIEWED
b69dd79816865362237b,2018:German Grand Prix:Race,True,,ALO,LEC,1877.858,True,,22a8ed3d98e86166e26d31cb,,AUTOMATED_REVIEW_UNREVIEWED
8148a297c9e09071d054,2018:German Grand Prix:Race,True,,ALO,LEC,5107.751,True,,e0d7896da1a97ffe1019a74d,,AUTOMATED_REVIEW_UNREVIEWED
75341e5a94c7959ee3aa,2018:German Grand Prix:Race,True,,BOT,HAM,3575.371,True,,d2f83b8f36048694d75870e4,,AUTOMATED_REVIEW_UNREVIEWED
b89613920d754ce0b1f0,2018:German Grand Prix:Race,True,,ERI,OCO,2041.765,True,,f594316790b3c6db26569279,,AUTOMATED_REVIEW_UNREVIEWED
f61e935b7049dd1f191f,2018:German Grand Prix:Race,True,,ERI,GAS,3664.288,True,,0b175212762fac8cb8919564,,AUTOMATED_REVIEW_UNREVIEWED
072ce7e945bf0c113c7b,2018:German Grand Prix:Race,True,,GAS,VAN,1648.569,True,,b3d1d970887c5ab8ca328350,,AUTOMATED_REVIEW_UNREVIEWED
00bf531240ae6572da95,2018:German Grand Prix:Race,True,,GAS,STR,2457.354,True,,aeddd38ca0c9a37dd5a0424c,,AUTOMATED_REVIEW_UNREVIEWED
7e08cc06faa02714f474,2018:German Grand Prix:Race,True,,GAS,HAR,2538.25,True,,b7339772dec8f9aa2fab98b3,,AUTOMATED_REVIEW_UNREVIEWED
4557be224c379a894919,2018:German Grand Prix:Race,True,,GAS,ALO,5770.901,True,,,,AUTOMATED_PROXY_LINK_UNREVIEWED
575f8c851f4ae4518aab,2018:German Grand Prix:Race,True,,GRO,STR,2129.494,True,,e7b789ef1009be2cc80511d3,,AUTOMATED_REVIEW_UNREVIEWED
86587c3acbb41b5fa3e2,2018:German Grand Prix:Race,True,,GRO,SIR,2210.676,True,,d5de75a19c0f5e3ff447cf33,,AUTOMATED_REVIEW_UNREVIEWED
e86d8c3e05acb5d5be8c,2018:German Grand Prix:Race,True,,GRO,OCO,2289.734,True,,840f03b66dad0487d9ec954f,,AUTOMATED_REVIEW_UNREVIEWED
f27023ca417c583d0dff,2018:German Grand Prix:Race,True,,GRO,ERI,2606.752,True,,,,AUTOMATED_PROXY_LINK_UNREVIEWED
d9c59226afb4492e5b64,2018:German Grand Prix:Race,True,,GRO,HAR,5452.311,True,,b6436aca6f0c75e995f56fa5,,AUTOMATED_REVIEW_UNREVIEWED
77411f7f07a9da402765,2018:German Grand Prix:Race,True,,GRO,OCO,5763.796,True,,fee17ddc9a6ba56ea5ac620f,,AUTOMATED_REVIEW_UNREVIEWED
192fff15c192081d799e,2018:German Grand Prix:Race,True,,GRO,PER,5841.659,True,,af602ccd9924c9990ceaaf69,,AUTOMATED_REVIEW_UNREVIEWED
f08d82f4ab96ac431877,2018:German Grand Prix:Race,True,,HAM,LEC,587.856,True,,2082e06912dfb93d64e1720d,,AUTOMATED_REVIEW_UNREVIEWED
eb4612f52396f7b1e5c5,2018:German Grand Prix:Race,True,,HAM,SAI,747.504,True,,c0b87c899114873850913043,,AUTOMATED_REVIEW_UNREVIEWED
964a99d3e4cfc0f6c6a0,2018:German Grand Prix:Race,True,,HAM,GRO,907.184,True,,,,AUTOMATED_PROXY_LINK_UNREVIEWED
c51f63bd7682540f244c,2018:German Grand Prix:Race,True,,HAM,PER,987.833,True,,8bdc847e55ae1ca252d548dd,,AUTOMATED_REVIEW_UNREVIEWED
eca0850adf34f56f20e2,2018:German Grand Prix:Race,True,,HAM,HUL,1146.599,True,,be8f25586c5094b5914110a7,,AUTOMATED_REVIEW_UNREVIEWED
c210cd6349151703b0d9,2018:German Grand Prix:Race,True,,HAM,MAG,1384.16,True,,23b5a9901b75b73c8e681d03,,AUTOMATED_REVIEW_UNREVIEWED
de313f9a84cd7ae3c000,2018:German Grand Prix:Race,True,,HAR,STR,2375.733,True,,93f3812b84825a4f13fa8b88,,AUTOMATED_REVIEW_UNREVIEWED
d86a1f287f947fb4929c,2018:German Grand Prix:Race,True,,HUL,ERI,2043.441,True,,,,AUTOMATED_PROXY_LINK_UNREVIEWED
248dc0fd7f2c0a26a4e8,2018:German Grand Prix:Race,True,,LEC,GAS,2133.825,True,,,,AUTOMATED_PROXY_LINK_UNREVIEWED
6f3a318a1fb5a2d112aa,2018:German Grand Prix:Race,True,,LEC,HAR,2214.752,True,,,,AUTOMATED_PROXY_LINK_UNREVIEWED
94cb2ab83fc8157e1813,2018:German Grand Prix:Race,True,,LEC,STR,2294.406,True,,de278e2f2d9ff3eb4643988f,,AUTOMATED_REVIEW_UNREVIEWED
66afc627e4d98b138f07,2018:German Grand Prix:Race,True,,LEC,SIR,2374.571,True,,f3eadc6d395e0065a657a952,,AUTOMATED_REVIEW_UNREVIEWED
ab91c7b5a36840a9faf2,2018:German Grand Prix:Race,True,,OCO,VAN,2624.85,True,,8b11c667cb95b9e4cb4724eb,,AUTOMATED_REVIEW_UNREVIEWED
4cd713add53c28331d8c,2018:German Grand Prix:Race,True,,PER,GRO,826.415,True,,,,AUTOMATED_PROXY_LINK_UNREVIEWED
d4da9f2169d8ebd2a2e5,2018:German Grand Prix:Race,True,,PER,HUL,1708.805,True,,,,AUTOMATED_PROXY_LINK_UNREVIEWED
822dac50665943906737,2018:German Grand Prix:Race,True,,RAI,VER,2551.924,True,,86f9137cf4a95e2df7b8a3f8,,AUTOMATED_REVIEW_UNREVIEWED
56ce66fe25c6671f09dd,2018:German Grand Prix:Race,True,,RIC,HAR,592.658,True,,,,AUTOMATED_PROXY_LINK_UNREVIEWED
e663fd469244f8da52c0,2018:German Grand Prix:Race,True,,RIC,STR,674.334,True,,e905dfc773eef51f7f00326e,,AUTOMATED_REVIEW_UNREVIEWED
cb4bec26eabbf398d116,2018:German Grand Prix:Race,True,,RIC,SIR,754.65,True,,fe8218fe593777c824d432b3,,AUTOMATED_REVIEW_UNREVIEWED
0e6b74e5f6e949d1a07c,2018:German Grand Prix:Race,True,,RIC,ERI,993.1,True,,,,AUTOMATED_PROXY_LINK_UNREVIEWED
003a0515a99e573ee0e5,2018:German Grand Prix:Race,True,,RIC,OCO,1073.93,True,,,,AUTOMATED_PROXY_LINK_UNREVIEWED
618f99be03584bba5023,2018:German Grand Prix:Race,True,,RIC,ALO,1636.645,True,,,,AUTOMATED_PROXY_LINK_UNREVIEWED
26a57d592daf941c518b,2018:German Grand Prix:Race,True,,RIC,LEC,1796.107,True,,,,AUTOMATED_PROXY_LINK_UNREVIEWED
81d67395c3762ae13de5,2018:German Grand Prix:Race,True,,RIC,SAI,1875.884,True,,f7c2822015f32baffea55f34,,AUTOMATED_REVIEW_UNREVIEWED
a0d5086529442ff3e06c,2018:German Grand Prix:Race,True,,RIC,GRO,1955.359,True,,,,AUTOMATED_PROXY_LINK_UNREVIEWED
6443329036b0280c3b43,2018:German Grand Prix:Race,True,,SAI,HAR,2049.917,True,,,,AUTOMATED_PROXY_LINK_UNREVIEWED
63fb335b5e151342cbe4,2018:German Grand Prix:Race,True,,SAI,STR,2211.558,True,,5d002583f9f436e180ef5c55,,AUTOMATED_REVIEW_UNREVIEWED
07ee81b9db5599327999,2018:German Grand Prix:Race,True,,SAI,SIR,2292.699,True,,7fd36b8ed9c830ae65944742,,AUTOMATED_REVIEW_UNREVIEWED
55b0e7ad3c59a92469e5,2018:German Grand Prix:Race,True,,SAI,GRO,4714.007,True,,,,AUTOMATED_PROXY_LINK_UNREVIEWED
612c06a30866c2f5b31e,2018:German Grand Prix:Race,True,,VAN,GAS,4024.881,True,,,,AUTOMATED_PROXY_LINK_UNREVIEWED
81cc7cac6d721a364c4d,2018:German Grand Prix:Race,True,,VER,RAI,1366.725,True,,,,AUTOMATED_PROXY_LINK_UNREVIEWED
4308e82f069124f32439,2018:Hungarian Grand Prix:Race,True,,BOT,GAS,1793.248,True,,a198f1833d771dc9b63d54b3,,AUTOMATED_REVIEW_UNREVIEWED
7b1ea06587323c30b513,2018:Hungarian Grand Prix:Race,True,,GRO,HAR,2320.538,True,,072dcacb45ba3450f851614b,,AUTOMATED_REVIEW_UNREVIEWED
81f34fea8848e841a0a8,2018:Hungarian Grand Prix:Race,True,,PER,STR,2862.323,True,,6fa3ddcec7745c6d7ce8c3b9,,AUTOMATED_REVIEW_UNREVIEWED
709a082f32939bd7ee4b,2018:Hungarian Grand Prix:Race,True,,RAI,MAG,1717.374,True,,,,AUTOMATED_PROXY_LINK_UNREVIEWED
7210d0f6c4865a5ba242,2018:Hungarian Grand Prix:Race,True,,RAI,GAS,2129.603,True,,,,AUTOMATED_PROXY_LINK_UNREVIEWED
c7ffcafb711cb6ad4f14,2018:Hungarian Grand Prix:Race,True,,RIC,PER,515.436,True,,,,AUTOMATED_PROXY_LINK_UNREVIEWED
8296322d5481c7774c03,2018:Hungarian Grand Prix:Race,True,,RIC,VAN,775.477,True,,aa731324d024333640b66a75,,AUTOMATED_REVIEW_UNREVIEWED
b05d319dd122900ae36b,2018:Hungarian Grand Prix:Race,True,,RIC,ALO,1050.278,True,,,,AUTOMATED_PROXY_LINK_UNREVIEWED
648497b5f315c0a7a470,2018:Hungarian Grand Prix:Race,True,,RIC,GRO,1219.044,True,,,,AUTOMATED_PROXY_LINK_UNREVIEWED
0783e76eee157328d31d,2018:Hungarian Grand Prix:Race,True,,RIC,HUL,1386.11,True,,,,AUTOMATED_PROXY_LINK_UNREVIEWED
4b9ab2215b93208ac17d,2018:Hungarian Grand Prix:Race,True,,RIC,HAR,1470.902,True,,,,AUTOMATED_PROXY_LINK_UNREVIEWED
3e7074dd711a43fc4da2,2018:Hungarian Grand Prix:Race,True,,RIC,SAI,1637.74,True,,0bb9a338f0bcb3967757ce29,,AUTOMATED_REVIEW_UNREVIEWED
7182153f770b0bce2b2b,2018:Hungarian Grand Prix:Race,True,,RIC,MAG,2054.167,True,,,,AUTOMATED_PROXY_LINK_UNREVIEWED
d97df2892c7570784401,2018:Hungarian Grand Prix:Race,True,,STR,ERI,781.042,True,,,,AUTOMATED_PROXY_LINK_UNREVIEWED
56f37c923793c1617b8e,2018:Japanese Grand Prix:Race,True,,ALO,VAN,3861.378,True,,51099006b71b2554672d416a,,AUTOMATED_REVIEW_UNREVIEWED
3377e0dd2c8728678a01,2018:Japanese Grand Prix:Race,True,,ERI,SIR,2475.239,True,,6cfda5a8543e37a83cc751d0,,AUTOMATED_REVIEW_UNREVIEWED
e845b5fd273c1470d9a5,2018:Japanese Grand Prix:Race,True,,ERI,HUL,4036.786,True,,0e819d2a4380b5d52d8f9197,,AUTOMATED_REVIEW_UNREVIEWED
50782b0c5ca0929e8624,2018:Japanese Grand Prix:Race,True,,ERI,LEC,4525.812,True,,fdbcca4c4240abbcee15eea8,,AUTOMATED_REVIEW_UNREVIEWED
7f16bee79d913a2cc662,2018:Japanese Grand Prix:Race,True,,GAS,ERI,4331.756,True,,,,AUTOMATED_PROXY_LINK_UNREVIEWED
3f0903aa841ec49e35b1,2018:Japanese Grand Prix:Race,True,,GAS,LEC,4428.538,True,,285055a7795276bec44a8f0f,,AUTOMATED_REVIEW_UNREVIEWED
dcfe4534e194dac5048e,2018:Japanese Grand Prix:Race,True,,HAR,STR,4532.058,True,,5ea4f3f36a67c4b15b335355,,AUTOMATED_REVIEW_UNREVIEWED
3e5325fc516778c98854,2018:Japanese Grand Prix:Race,True,,HAR,SIR,4629.254,True,,3804e192205fc471ebc0ab92,,AUTOMATED_REVIEW_UNREVIEWED
12c329db25c6313668ab,2018:Japanese Grand Prix:Race,True,,HUL,ALO,3643.229,True,,,,AUTOMATED_PROXY_LINK_UNREVIEWED
33a52f520e30fcacfd9c,2018:Japanese Grand Prix:Race,True,,LEC,STR,2374.036,True,,785b21f1e64db9920cccb21a,,AUTOMATED_REVIEW_UNREVIEWED
11bffba7d1dd144fc408,2018:Japanese Grand Prix:Race,True,,LEC,HUL,3839.518,True,,,,AUTOMATED_PROXY_LINK_UNREVIEWED
27ae5eb76e30f0f02060,2018:Japanese Grand Prix:Race,True,,OCO,SIR,3843.177,True,,0f0f5e014607d83a67740df1,,AUTOMATED_REVIEW_UNREVIEWED
fcb552247cc03e6602f2,2018:Japanese Grand Prix:Race,True,,OCO,ERI,3941.885,True,,,,AUTOMATED_PROXY_LINK_UNREVIEWED
3b5d6be4885d0ed284a0,2018:Japanese Grand Prix:Race,True,,PER,SIR,3746.004,True,,1fe486f3ee26bda10c829ff6,,AUTOMATED_REVIEW_UNREVIEWED
050136c2ddb419717cfc,2018:Japanese Grand Prix:Race,True,,PER,ERI,3843.431,True,,,,AUTOMATED_PROXY_LINK_UNREVIEWED
ad0213d8e8287d2afbbf,2018:Japanese Grand Prix:Race,True,,PER,LEC,4035.165,True,,,,AUTOMATED_PROXY_LINK_UNREVIEWED
5703b5ae7e4e42916979,2018:Japanese Grand Prix:Race,True,,RAI,OCO,3048.611,True,,,,AUTOMATED_PROXY_LINK_UNREVIEWED
858c21f59ac1eddde645,2018:Japanese Grand Prix:Race,True,,RAI,PER,3143.602,True,,,,AUTOMATED_PROXY_LINK_UNREVIEWED
8e2c14156f66d1916ad1,2018:Japanese Grand Prix:Race,True,,RAI,GAS,3239.021,True,,,,AUTOMATED_PROXY_LINK_UNREVIEWED
e260254236f39f87ef76,2018:Japanese Grand Prix:Race,True,,RIC,HAR,1216.207,True,,,,AUTOMATED_PROXY_LINK_UNREVIEWED
36240e1a0df1ad28c329,2018:Japanese Grand Prix:Race,True,,RIC,GAS,2363.85,True,,,,AUTOMATED_PROXY_LINK_UNREVIEWED
6ab770b92065df1a0c3f,2018:Japanese Grand Prix:Race,True,,SAI,OCO,3632.32,True,,,,AUTOMATED_PROXY_LINK_UNREVIEWED
8c4a42ac019c790de188,2018:Japanese Grand Prix:Race,True,,SAI,GAS,3923.43,True,,,,AUTOMATED_PROXY_LINK_UNREVIEWED
465cfd37d94f03fabee3,2018:Japanese Grand Prix:Race,True,,SAI,ERI,4527.986,True,,,,AUTOMATED_PROXY_LINK_UNREVIEWED
0f25a200feaf43ae6e8b,2018:Japanese Grand Prix:Race,True,,VET,ERI,2277.352,True,,,,AUTOMATED_PROXY_LINK_UNREVIEWED
72effb3b2a40ee762ed6,2018:Japanese Grand Prix:Race,True,,VET,LEC,2571.232,True,,,,AUTOMATED_PROXY_LINK_UNREVIEWED
0b8fa455f92ae4aa4cd5,2018:Japanese Grand Prix:Race,True,,VET,HUL,2667.526,True,,,,AUTOMATED_PROXY_LINK_UNREVIEWED
6ec4b19f36482ee8d55a,2018:Japanese Grand Prix:Race,True,,VET,ALO,2958.581,True,,,,AUTOMATED_PROXY_LINK_UNREVIEWED
76a7f536184b29d3be19,2018:Japanese Grand Prix:Race,True,,VET,HAR,3151.69,True,,,,AUTOMATED_PROXY_LINK_UNREVIEWED
4d783ee618e38f4a5907,2018:Japanese Grand Prix:Race,True,,VET,OCO,4038.96,True,,,,AUTOMATED_PROXY_LINK_UNREVIEWED
849fa12f7ae893e98566,2018:Japanese Grand Prix:Race,True,,VET,LEC,4134.274,True,,,,AUTOMATED_PROXY_LINK_UNREVIEWED
2c8785dfddc4b606cd26,2018:Japanese Grand Prix:Race,True,,VET,PER,4230.38,True,,,,AUTOMATED_PROXY_LINK_UNREVIEWED
29615338b19f728f5f8a,2018:Japanese Grand Prix:Race,True,,VET,GRO,4418.542,True,,,,AUTOMATED_PROXY_LINK_UNREVIEWED
2eb12c09f8086890800b,2018:Mexican Grand Prix:Race,True,,ERI,GRO,5636.171,True,,3b9e1c2b0f47ca371b19e1da,,AUTOMATED_REVIEW_UNREVIEWED
b9b790ed97a2b05df169,2018:Mexican Grand Prix:Race,True,,GRO,SIR,2773.401,True,,fbf467d937fe3e9b1e0971db,,AUTOMATED_REVIEW_UNREVIEWED
0a8fd6c5518952d9f1d5,2018:Mexican Grand Prix:Race,True,,HAM,RAI,3248.493,True,,784485bb46c93c54707105e2,,AUTOMATED_REVIEW_UNREVIEWED
565c6c95c6f12f545ca8,2018:Mexican Grand Prix:Race,True,,HUL,SAI,2753.819,True,,95a4086641bd299d42768df0,,AUTOMATED_REVIEW_UNREVIEWED
e2c6fd1086aae81c8c48,2018:Mexican Grand Prix:Race,True,,HUL,GRO,3114.762,True,,,,AUTOMATED_PROXY_LINK_UNREVIEWED
2436c6964373b12d2684,2018:Mexican Grand Prix:Race,True,,HUL,ERI,3198.87,True,,,,AUTOMATED_PROXY_LINK_UNREVIEWED
c9c1463a7c054d4733ad,2018:Mexican Grand Prix:Race,True,,LEC,OCO,3204.297,True,,b91426f7f191f4c66853af50,,AUTOMATED_REVIEW_UNREVIEWED
ededd25b765e04e0c812,2018:Mexican Grand Prix:Race,True,,LEC,HAR,3288.619,True,,,,AUTOMATED_PROXY_LINK_UNREVIEWED
55c8cb745c290ce471f3,2018:Mexican Grand Prix:Race,True,,LEC,GRO,3372.754,True,,,,AUTOMATED_PROXY_LINK_UNREVIEWED
5c479140d73bd4d81227,2018:Mexican Grand Prix:Race,True,,MAG,STR,2682.315,True,,ce953e636f6a5c6bd79811f9,,AUTOMATED_REVIEW_UNREVIEWED
821cdad9de04f357e04b,2018:Mexican Grand Prix:Race,True,,OCO,HAR,3886.137,True,,,,AUTOMATED_PROXY_LINK_UNREVIEWED
bb890f04b001d6162f74,2018:Mexican Grand Prix:Race,True,,PER,ERI,3023.419,True,,,,AUTOMATED_PROXY_LINK_UNREVIEWED
39a2cbe98cb9ea9dde94,2018:Mexican Grand Prix:Race,True,,RAI,BOT,2745.021,True,,,,AUTOMATED_PROXY_LINK_UNREVIEWED
83b05a5ef67d5f99b0bd,2018:Mexican Grand Prix:Race,True,,RIC,HAM,2735.732,True,,,,AUTOMATED_PROXY_LINK_UNREVIEWED
ea04c4c5e74880c21939,2018:Mexican Grand Prix:Race,True,,SAI,MAG,3025.876,True,,,,AUTOMATED_PROXY_LINK_UNREVIEWED
6ec1a322c9c6e65335c2,2018:Mexican Grand Prix:Race,True,,SAI,ERI,3110.723,True,,,,AUTOMATED_PROXY_LINK_UNREVIEWED
b11caaca590c55c35f62,2018:Mexican Grand Prix:Race,True,,VAN,STR,3045.199,True,,,,AUTOMATED_PROXY_LINK_UNREVIEWED
1a9fd90db67d5b79225a,2018:Mexican Grand Prix:Race,True,,VAN,MAG,5545.772,True,,,,AUTOMATED_PROXY_LINK_UNREVIEWED
9b897bde2203e560700c,2018:Mexican Grand Prix:Race,True,,VER,RAI,3079.698,True,,,,AUTOMATED_PROXY_LINK_UNREVIEWED
71f93c6cd190a27bed15,2018:Mexican Grand Prix:Race,True,,VET,RIC,2821.379,True,,,,AUTOMATED_PROXY_LINK_UNREVIEWED
568144c0c0dffe25cdc6,2018:Mexican Grand Prix:Race,True,,VET,HAM,5100.43,True,,,,AUTOMATED_PROXY_LINK_UNREVIEWED
9d97f7028a231ae36848,2019:Abu Dhabi Grand Prix:Race,True,,BOT,PER,3076.287,True,,5ef3a3b5f9993ce502716a72,,AUTOMATED_REVIEW_UNREVIEWED
73fecef620df11ee124b,2019:Abu Dhabi Grand Prix:Race,True,,BOT,HUL,3702.814,True,,34641fcbfa10d0807fffd91f,,AUTOMATED_REVIEW_UNREVIEWED
47342d27c0b129a9d9e0,2019:Abu Dhabi Grand Prix:Race,True,,GRO,STR,4276.124,True,,93ff0c99f4b4dd1cfd3e5190,,AUTOMATED_REVIEW_UNREVIEWED
eb1dd51684f4f6c1d728,2019:Abu Dhabi Grand Prix:Race,True,,HUL,RIC,2968.684,True,,9dfe57d2fcded07293ad1552,,AUTOMATED_REVIEW_UNREVIEWED
07bc671becae70e0392f,2019:Abu Dhabi Grand Prix:Race,True,,HUL,SAI,3074.055,True,,d8c11ab95725c923888af473,,AUTOMATED_REVIEW_UNREVIEWED
01cf6d1ca36f3fd98050,2019:Abu Dhabi Grand Prix:Race,True,,NOR,KUB,2881.048,True,,,,AUTOMATED_PROXY_LINK_UNREVIEWED
e8a3d6afa0ea4a4c9c52,2019:Abu Dhabi Grand Prix:Race,True,,NOR,GRO,3724.282,True,,,,AUTOMATED_PROXY_LINK_UNREVIEWED
ef10b4520f343a400833,2019:Abu Dhabi Grand Prix:Race,True,,RAI,MAG,3928.925,True,,,,AUTOMATED_PROXY_LINK_UNREVIEWED
